name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description	headbox
LS5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LS13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LS14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LS15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LV1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LV8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LV10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LV13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LV14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LV15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LV16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LV17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LV18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LP18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LAL8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LPL1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LPL9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LPL10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LD1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LD14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LD15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
F7	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
T7	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
P7	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
FP1	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
F3	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
C3	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
P3	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
O1	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
FPZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
FZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
CZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
PZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
OZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
FP2	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
F4	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
C4	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
P4	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
O2	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
F8	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
T8	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
P8	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
EKG	ECG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
