name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description	headbox
RO13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RO14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RO15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
RE1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RE10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
RM1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RM12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
RN1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RN2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RN3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RN4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RN5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
RN6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RN14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
RN15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
RX1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RX15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RY14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
RY15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
RZ1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RZ15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
RA1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
RA10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RA11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RA12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RA13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
RA14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
RA15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
RB1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RB14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
RB15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
RV1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RV18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RP18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
RFM1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
RFM8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
RFM9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
RFM10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
RFM11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
RFM12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
RFM13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	4
RFM14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	4
RFM15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	4
EKG	ECG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	4
